6469|71 71 40 40 93 63 86 68 68 68 68 80 18 85 5 5 5 65 65 6 15 15 36 49 92 92 63 78 48 48 48 48 48 46 46 46 30 30 65 75 75 75 75 33 33 33 33 13 13 58 58 58 32 99 90 90 35 35 35 58 58 32 32 64 74 2 50 50 50 50 87 97 97 97 97 97 97 97 97 81 81 1 27 31 83 84 72 72 72 72 72 72 72 72 72 72 72 72 20 20 20
10093|71 71 40 40 40 93 93 70 52 25 25 11 32 64 44 80 85 94 94 94 32 32 32 64 42 16 16 50 81 81 81 83 83 83 84 63 63 22 72 72 72 72 72 72 72 72 20
2902|71 71 71 71 71 72 72 47 59 35 35 35 94 32 64 65 6 15 15 92 82 82 11 11 64 37 37 63 37 94 94 32 32 64 64 85 85 73 73 65 6 6 15 36 49 92 63 47 87 94 94 94 32 32 32 32 32 1 1 66 6 15 15 15 92 23 26 26 26 87 91 91 43 43 2 2 6 15 92 92 31 23 23 23 99 82 82 62 62 62 6 6 15 15 15 15 7 7 87 68 68 68 16 77 77 42 44 80 85 73 73 16 6 6 15 49 92 92 27 77 87 94 94 94 94 32 32 32 32 32 1 1 27 2 15 15 15 15 41 41 63 96 96 55 55 67 72 72 72 72 72 72 72 20 20 20
112|71 71 40 40 40 93 93 66 52 52 52 25 97 97 51 51 51 51 51 19 19 19 19 19 19 19 81 81 81 83 83 83 84 63 63 63 22 72 72 72 72 72 72 72 72 72 20
11463|71 71 71 71 71 12 93 47 52 52 52 24 61 61 61 9 1 1 21 95 87 87 68 9 74 74 2 2 31 60 3 3 77 52 30 30 30 30 30 65 29 21 95 95 23 42 42 42 42 42 80 80 81 81 84 84 96 96 55 55 39 39 39 39 39 67 67 67 54 54 54 63 40 40 63 31 31 59 23 53 16 74 77 76 73 74 74 89 78 90 35 35 11 11 64 53 53 73 73 65 3 3 3 3 3 77 77 98 98 98 98 69 69 69 44 80 26 26 68 68 68 16 16 18 47 5 5 30 30 30 30 65 6 6 36 36 15 15 7 87 68 9 16 74 27 47 52 52 25 25 25 32 32 85 85 23 62 1 1 66 27 77 24 13 13 58 58 32 85 85 42 42 83 84 96 55 83 83 63 22 22 63 40 63 40 40 40 93 63 77 24 13 13 58 58 32 1 66 99 15 15 87 87 94 38 38 38 16 16 66 27 47 77 19 19 19 19 19 19 19 70 70 70 14 14 14 68 68 68 68 68 42 42 44 80 81 81 81 81 81 83 83 72 72 22 22 72 72 72 72 72 72 72 72 72 72 72 72 72 40 63 63 93 93 29 15 15 15 28 7 45 45 0 0 0 30 30 30 25 25 25 91 17 17 17 17 97 97 97 97 81 81 81 81 83 83 83 84 22 63 40 40 40 40 63 40 40 93 93 93 29 29 15 15 28 28 87 45 0 0 0 0 30 30 25 25 97 97 97 97 97 97 97 65 65 3 3 3 3 3 77 76 76 68 42 42 42 42 42 74 2 27 31 41 41 83 84 72 72 72 72 72 72 72 72 72 72 20 20 20 20
2801|71 71 71 93 63 63 93 52 52 25 73 16 50 50 50 77 69 69 69 69 69 69 69 69 16 3 3 99 99 63 82 82 53 62 1 74 27 27 31 36 36 59 59 59 59 98 53 69 69 69 69 69 14 76 76 73 73 77 99 66 63 31 87 87 24 13 13 58 58 58 16 50 50 42 42 42 42 42 42 42 81 81 81 6 15 15 15 15 41 41 41 72 72 72 22 72 72 72 72 72 72 72 72 20 20 20 20
3225|71 71 71 71 40 63 63 93 26 26 26 13 13 58 58 58 44 85 73 73 16 77 99 27 78 78 78 33 35 35 35 68 68 68 68 68 42 16 1 66 47 29 15 15 15 15 15 41 41 41 83 72 63 72 22 22 63 72 72 72 72 72 72 72 20 20
10594|71 71 71 71 93 63 93 50 53 53 62 6 15 15 7 23 53 88 88 18 90 90 35 35 97 97 65 27 89 89 59 59 94 32 32 32 65 6 95 95 95 23 44 80 85 73 73 73 16 3 2 27 63 3 3 3 33 35 35 68 68 68 9 1 89 89 87 38 44 44 80 18 66 27 47 52 52 30 65 65 6 15 15 7 7 87 91 91 38 38 44 18 18 31 87 37 37 37 86 91 91 91 43 43 43 43 6 6 15 15 15 15 15 15 41 41 41 84 72 72 22 72 22 72 72 72 72 72 20 20 20 20
3527|71 71 71 71 12 12 86 68 68 73 19 90 90 90 35 35 53 62 62 6 6 36 36 92 92 31 23 73 73 77 6 6 15 36 92 92 31 21 52 52 25 25 38 38 88 88 88 88 18 29 29 15 99 82 82 87 9 74 74 27 89 89 33 33 33 33 68 68 16 50 50 76 44 44 80 82 73 73 73 3 3 3 3 3 3 48 48 48 48 46 46 46 30 30 16 50 50 73 73 16 77 77 73 73 74 74 27 78 78 76 76 44 18 18 27 31 59 33 33 68 68 16 74 27 47 47 19 19 19 19 19 19 19 19 19 81 81 81 83 83 96 96 55 55 55 39 67 67 67 54 54 40 63 63 93 93 26 26 26 94 94 94 94 32 32 32 32 32 64 64 16 16 50 50 81 81 81 83 83 10 96 10 34 34 67 67 67 67 67 54 40 40 40 63 63 93 70 14 14 76 53 53 53 38 38 38 42 44 80 80 80 18 18 29 29 15 15 15 41 41 84 96 96 55 55 39 39 39 39 67 67 67 67 54 54 40 40 40 63 31 59 59 33 33 97 97 97 76 85 85 19 19 19 1 66 89 89 94 94 94 94 32 32 16 16 80 18 29 15 15 49 92 92 27 47 90 35 35 35 94 94 94 32 32 32 32 32 32 32 32 64 1 1 85 10 84 84 96 55 55 55 39 39 39 39 67 67 67 54 40 40 40 40 40 40 63 93 82 87 91 91 91 91 43 43 43 6 15 15 49 92 92 92 31 59 59 33 33 13 13 13 13 13 58 58 58 58 42 16 16 80 81 81 81 81 81 83 83 83 63 22 63 40 40 40 40 63 86 86 53 53 44 80 80 18 18 6 15 15 15 7 7 87 91 43 43 43 74 2 89 89 42 42 42 42 42 42 42 18 18 6 15 15 41 41 84 96 55 55 39 39 39 39 39 39 67 67 54 54 54 40 63 63 86 86 38 38 38 38 38 44 18 85 60 60 70 14 14 46 46 30 30 30 65 6 15 36 92 92 31 59 33 33 13 13 13 13 13 58 58 58 58 42 16 16 50 81 81 81 81 83 83 83 63 22 22 22 22 63 56 56 63 40 63 40 40 63 63 86 51 51 51 51 51 19 65 6 15 15 15 7 87 87 97 97 97 76 76 44 44 80 18 18 6 15 15 7 87 87 91 43 43 74 27 89 89 42 42 42 42 42 42 18 81 2 15 15 15 15 15 41 41 84 84 72 72 72 72 72 72 72 72 72 72 72 72 72 72 72 72 40 40 40 93 86 86 68 68 68 44 80 18 18 27 47 3 59 33 35 35 94 94 32 32 64 1 66 66 27 89 89 87 94 94 94 94 32 32 32 64 16 80 18 18 29 28 36 92 92 31 31 23 69 69 80 26 26 26 24 24 61 61 68 43 44 80 26 26 26 11 45 45 64 1 1 27 31 23 23 23 66 77 11 11 64 60 60 52 25 25 68 43 74 27 47 52 52 62 29 29 28 28 87 87 68 38 44 18 18 31 31 42 42 42 42 42 42 42 1 31 41 83 84 72 72 22 72 22 72 72 72 72 72 72 20 20 20
5199|71 71 71 71 93 63 93 93 52 52 25 38 38 38 44 44 18 85 23 73 16 90 90 90 35 35 11 64 64 65 27 27 47 59 33 35 35 94 32 32 65 65 6 15 15 92 92 60 92 63 89 89 87 91 91 91 91 91 43 43 74 2 2 99 15 15 7 24 68 68 68 44 80 60 70 52 25 11 11 64 1 1 31 31 11 11 64 0 87 17 17 19 19 19 19 19 81 81 81 83 84 72 72 22 63 72 63 72 72 72 72 72 20 20 20 20
3350|71 71 40 71 63 63 93 52 52 25 73 16 50 50 50 50 77 69 69 69 69 69 69 16 16 77 99 99 82 82 73 73 73 6 3 3 3 77 24 24 13 13 13 13 13 58 58 58 58 42 42 42 81 77 6 15 15 15 15 15 15 41 41 41 84 84 63 72 72 22 72 72 72 72 72 72 72 72 20 20 20
4582|71 71 71 71 12 63 93 15 15 7 7 73 90 90 90 35 68 9 43 74 2 63 31 23 23 73 74 27 89 78 78 33 33 33 33 33 24 61 61 46 46 46 46 30 30 1 1 60 3 3 3 52 52 73 16 80 80 82 73 73 52 52 25 62 62 29 28 28 28 7 87 5 0 30 30 30 30 30 16 3 3 3 3 3 52 30 30 30 65 65 3 3 3 3 3 52 52 30 30 30 30 65 6 15 15 92 92 60 63 3 87 87 17 17 17 68 44 80 18 31 85 94 94 32 32 65 6 95 95 23 23 44 80 18 18 66 27 47 33 33 24 13 13 13 17 17 17 19 19 19 81 81 81 81 84 72 63 22 63 22 72 72 72 72 72 72 20 20 20
246|71 71 40 40 93 93 93 90 35 35 97 97 97 65 74 27 89 59 59 33 33 91 91 17 17 17 17 17 17 19 19 19 19 81 81 81 83 83 84 63 63 63 22 72 72 72 72 72 72 72 72 20
2380|71 71 71 40 40 63 93 70 70 70 14 76 76 94 94 94 32 32 32 64 65 65 6 15 15 15 15 15 49 92 92 31 41 41 84 84 55 55 67 67 4 72 72 72 72 72 72 72 20 20
6905|71 71 71 71 63 63 86 68 68 68 68 44 80 26 26 94 94 32 64 60 74 47 19 19 19 19 1 31 73 73 73 3 3 3 3 77 24 13 13 13 58 58 32 32 80 85 85 37 37 86 86 38 9 44 85 11 45 64 64 74 27 47 47 52 52 52 25 24 61 61 68 9 1 21 21 87 87 87 9 43 74 2 2 63 31 31 59 59 33 68 68 16 16 18 27 27 3 90 35 35 35 53 53 9 74 85 37 86 86 53 44 80 18 18 27 3 52 52 30 65 6 6 15 15 7 7 87 91 38 38 44 80 18 66 31 87 87 91 91 42 42 43 43 43 6 6 15 15 15 15 15 15 41 41 41 84 72 72 72 72 72 63 72 72 72 72 72 20 20 20 20
2422|71 71 40 40 63 63 89 87 87 87 91 91 91 91 43 43 43 43 2 2 2 6 15 15 15 15 15 15 15 41 41 41 84 63 63 22 22 22 72 72 72 72 72 40 40 72 20
8130|71 71 71 63 63 93 93 15 15 15 15 7 7 11 45 45 64 64 16 77 77 11 11 64 64 87 87 87 91 91 91 43 43 43 43 43 6 15 15 15 15 15 15 15 41 41 41 83 84 72 72 72 72 72 72 72 72 72 72 72 72 72 20 20
7916|71 71 40 71 63 63 89 78 59 23 73 16 16 18 18 27 3 33 33 33 33 33 68 51 51 97 76 44 85 85 53 53 44 44 18 18 3 3 3 3 52 30 30 65 6 36 15 36 7 87 5 30 30 65 74 27 21 21 95 23 87 94 94 42 88 88 88 88 81 81 81 81 81 83 83 72 72 72 63 22 72 72 72 72 72 20 20 20 20
1157|71 71 71 71 40 63 63 78 78 90 90 90 35 35 35 97 97 97 97 16 27 47 47 19 19 19 19 19 19 75 75 75 75 33 33 33 24 61 13 43 43 74 74 27 63 89 59 59 11 11 11 11 64 64 64 64 29 6 15 15 15 15 15 41 41 84 63 96 55 55 67 72 72 72 72 72 72 72 72 20 20
7601|71 71 40 40 63 63 89 59 59 23 73 16 50 50 50 77 87 94 94 94 38 38 38 38 38 38 38 42 42 42 44 80 80 18 18 27 31 36 41 41 84 84 84 96 63 22 72 72 72 72 72 72 72 72 72 20
6568|71 71 40 40 93 63 47 87 87 87 24 13 13 13 13 13 43 43 43 74 2 27 89 89 59 41 83 83 84 84 84 22 22 72 72 72 72 72 72 72 72 72
4179|71 71 40 71 40 63 93 93 50 50 24 61 61 68 68 18 18 27 36 23 23 11 11 64 74 27 89 78 33 33 33 24 46 46 30 30 9 90 90 35 35 35 42 97 97 97 97 97 97 97 81 81 81 81 81 83 83 63 63 63 22 72 72 72 72 72 72 72 72 20 20
1437|71 71 71 40 40 63 93 31 62 62 6 6 15 15 49 92 27 78 52 25 30 30 16 27 47 21 21 95 95 23 87 42 42 42 42 42 80 81 81 81 81 81 83 83 83 63 63 22 63 22 72 72 72 72 72 72 72 20 20
3234|71 71 71 71 12 72 93 93 3 3 3 77 24 13 13 13 58 58 9 16 77 77 73 73 16 77 66 27 31 87 87 24 13 13 58 58 32 16 50 50 42 42 42 42 42 44 80 18 18 18 6 15 15 15 15 41 41 84 63 63 22 63 22 72 72 72 72 72 72 72 20 20
7200|71 71 71 40 40 63 63 47 3 52 52 24 24 61 68 9 1 1 21 28 87 87 9 9 74 2 27 31 60 60 14 14 76 76 62 29 29 28 28 87 5 5 5 79 79 79 79 79 1 85 85 83 83 72 72 72 72 72 63 72 72 72 72 72 72 20 20 20
2411|71 71 40 40 93 27 86 45 45 45 45 64 64 65 6 15 15 15 15 92 27 31 59 75 75 33 94 94 32 32 32 16 77 77 77 87 42 42 42 44 80 80 81 81 81 83 83 83 84 63 22 63 22 22 72 72 72 72 72 72 72 72 20
1071|71 71 71 71 40 93 93 15 15 15 7 87 73 90 90 90 35 35 9 43 74 2 2 63 31 23 23 53 62 1 66 66 27 89 78 33 33 24 61 61 61 19 19 19 35 35 42 42 16 16 81 18 18 6 15 15 15 15 15 41 41 41 84 63 72 63 63 63 72 72 72 72 72 72 72 20 20
9091|71 71 71 71 93 63 86 68 68 68 44 80 85 85 5 5 30 65 6 6 15 49 49 92 27 78 48 48 46 46 30 30 74 27 27 47 52 52 25 68 43 43 65 3 3 3 25 25 44 80 18 18 15 15 7 7 87 42 42 42 42 42 29 29 6 15 15 15 15 41 41 83 84 63 63 63 63 22 72 72 72 72 72 72 20 20 20
7355|71 71 71 40 40 63 93 82 24 24 13 13 58 58 32 44 80 26 87 0 0 0 30 30 30 25 25 11 11 11 64 81 81 81 83 83 83 84 84 84 63 22 72 72 72 72 72 72 72 72 20
8666|71 71 40 71 93 63 86 86 68 68 68 44 18 85 5 5 5 62 65 6 15 15 49 49 92 27 78 48 48 48 48 46 46 30 65 1 27 31 11 11 11 64 64 66 66 77 77 24 24 13 13 61 61 17 42 42 1 66 27 89 89 41 10 83 83 84 72 72 72 22 72 72 72 72 72 72 20 20 20
694|71 71 71 71 93 63 93 26 26 26 26 87 97 97 97 76 1 85 23 62 62 6 15 15 49 92 27 78 25 25 30 16 74 2 65 21 95 95 23 87 42 42 42 42 80 81 81 81 81 81 83 83 84 22 63 63 22 22 72 72 72 72 72 72 72 20 20
5806|71 71 71 40 63 93 93 52 52 25 73 16 50 50 50 50 77 69 69 69 69 69 69 69 16 16 77 99 99 82 82 62 62 74 27 31 31 59 59 59 23 53 53 0 0 0 69 69 69 79 79 79 42 42 29 29 6 15 15 15 15 41 41 83 84 63 63 63 22 22 22 72 72 72 72 72 72 20 20 20
10988|71 71 40 40 40 63 93 50 50 50 87 87 38 68 16 16 50 77 5 30 30 30 25 25 25 11 11 11 64 81 81 81 83 83 83 83 84 63 63 22 72 72 72 72 72 72 72 72 20
2160|71 71 71 71 40 63 63 31 31 45 45 53 53 53 19 19 90 35 35 73 44 80 80 26 26 68 68 68 99 82 82 5 5 5 30 30 70 70 52 25 25 91 91 91 17 17 17 17 17 17 42 42 42 44 80 81 18 18 31 31 41 83 63 96 55 55 39 39 72 72 72 72 72 72 72 20 20
11195|71 71 71 40 40 63 86 86 24 24 61 61 9 9 85 85 5 73 62 62 65 6 15 15 15 7 87 94 94 94 94 32 32 32 32 42 81 65 3 3 3 41 83 83 83 84 63 63 22 72 72 72 72 72 72 72 72 20
8925|71 71 40 40 93 63 31 87 87 68 68 43 6 15 15 92 92 31 31 23 53 44 80 26 26 94 94 32 32 65 65 6 95 95 95 23 23 42 42 42 42 80 80 81 81 81 81 83 83 27 63 63 63 22 22 72 72 72 72 72 72 72 72 20
9412|71 71 71 71 93 63 86 91 91 9 9 85 85 23 62 1 85 85 5 5 30 30 65 74 27 31 59 33 33 91 9 74 74 6 15 15 15 15 7 7 73 19 90 90 35 35 43 43 74 74 65 95 95 95 23 42 42 42 42 42 80 81 81 81 81 81 83 84 63 63 22 22 63 72 72 72 72 72 72 20 20 20
10928|71 71 40 40 40 63 93 98 98 98 98 69 69 29 29 28 28 23 5 30 30 44 80 26 85 94 94 94 32 32 64 64 42 16 50 81 81 81 81 83 83 84 63 22 63 63 22 22 72 72 72 72 72 72 72 20 20
2713|71 71 71 71 93 63 93 93 50 50 50 77 69 69 69 69 69 69 16 3 77 77 24 68 68 68 37 37 24 61 61 68 68 44 18 18 31 23 23 23 99 82 82 73 73 80 26 26 87 24 13 13 58 58 58 44 85 73 73 16 99 99 63 78 78 33 33 35 35 68 68 68 68 68 42 16 16 1 27 2 6 15 15 15 15 15 41 41 41 83 72 72 72 72 22 22 72 72 72 72 72 72 20 20 20
8579|71 71 71 40 93 63 89 89 59 53 44 80 18 18 3 3 3 77 53 53 53 74 89 89 5 0 30 30 74 27 47 52 52 52 24 61 61 9 9 1 27 21 95 87 87 91 91 43 43 43 74 2 27 31 31 41 83 72 72 72 72 72 22 72 72 72 72 72 72 20 20 20
7551|71 71 71 40 40 63 93 31 87 5 30 30 52 25 25 68 43 43 74 2 2 2 27 31 23 5 5 30 30 25 25 11 11 11 64 64 64 81 81 81 83 83 83 84 63 63 22 72 72 72 72 72 72 72 20 20
9236|71 71 71 71 40 93 93 15 15 15 7 23 73 19 90 90 35 68 9 43 74 74 2 31 60 60 27 3 3 52 52 25 97 97 97 1 66 78 78 52 25 25 25 38 38 38 38 16 80 18 66 31 31 59 23 23 73 52 70 70 52 25 24 24 61 61 13 58 42 42 80 81 81 81 81 83 83 83 83 63 22 22 22 63 22 63 22 22 63 22 22 72 72 72 72 72 72 20 20 20
799|71 71 71 71 93 63 63 82 87 73 73 90 90 90 90 35 35 94 94 94 32 32 32 87 87 17 68 68 43 16 3 3 3 3 23 73 99 82 82 73 62 1 74 27 31 59 59 33 33 33 61 61 61 61 61 43 74 2 2 63 3 59 59 33 94 38 38 38 38 44 85 85 19 19 19 19 74 27 27 47 59 33 35 69 69 69 1 21 21 23 23 44 80 18 18 66 77 77 11 98 98 0 0 0 0 79 97 97 81 81 81 81 81 83 72 72 72 72 72 72 72 72 72 72 20 20 20 20
10101|71 71 71 40 93 63 86 91 9 9 9 85 85 53 62 1 85 85 5 30 30 30 74 31 31 59 33 33 24 13 13 13 61 61 43 43 43 1 66 2 6 15 15 15 15 15 41 41 41 83 84 63 63 63 22 72 72 72 72 72 72 72 72 72 20
5439|71 71 40 40 93 63 86 86 94 94 94 32 32 32 64 65 6 6 15 15 15 7 23 73 73 16 77 99 99 63 78 78 78 33 35 35 35 68 68 68 68 68 68 42 16 1 66 66 47 6 15 15 15 15 41 41 41 83 84 72 72 72 72 72 72 72 72 72 72 72 72 72 20 20
8581|71 71 40 71 40 63 93 89 59 23 53 44 80 18 18 3 3 77 87 53 53 1 74 89 98 53 0 0 30 30 25 25 94 32 32 65 65 6 36 95 7 87 42 42 42 42 42 80 81 81 81 81 81 83 84 63 63 72 72 22 22 72 72 72 72 72 72 20 20 20
4165|71 71 71 40 40 72 93 21 95 95 87 53 53 53 16 74 27 2 6 15 15 15 15 7 11 11 11 11 64 64 64 64 81 81 81 83 83 83 83 63 22 63 72 72 72 72 72 72 72 72 20
9040|71 71 71 40 40 63 93 86 38 38 38 38 44 80 18 18 21 21 28 95 23 69 69 69 69 1 85 85 23 87 73 73 73 16 50 50 50 87 94 94 38 38 38 44 80 18 98 98 98 98 69 48 48 48 51 51 19 19 19 19 19 19 81 81 83 83 83 63 63 63 63 22 22 72 72 72 72 72 72 72 20 20
3334|71 71 71 71 63 63 93 50 50 50 69 69 69 69 69 69 69 16 3 77 37 37 37 94 94 94 32 32 64 74 27 31 59 59 23 69 69 76 76 76 44 80 85 37 37 86 91 38 16 16 18 2 27 31 31 11 45 64 65 3 3 3 77 87 24 17 68 68 44 44 18 18 85 94 94 32 32 65 65 95 95 95 95 23 42 42 42 42 81 81 81 81 81 81 83 63 72 22 72 72 63 72 72 72 72 72 20 20 20 20
3925|71 71 71 71 63 63 93 50 50 50 69 69 69 69 69 69 16 3 77 77 24 24 68 68 37 37 37 24 61 61 68 44 44 18 66 31 31 23 23 99 82 82 73 73 74 74 27 78 78 78 78 59 70 70 14 76 76 45 45 64 64 64 80 85 73 73 16 99 66 63 31 87 87 13 13 58 58 58 32 16 50 50 42 42 42 42 42 42 42 81 81 81 6 15 15 15 15 15 41 84 72 63 72 72 22 22 63 72 72 72 72 72 72 20 20 20
9896|71 71 71 71 93 63 93 21 95 59 59 33 13 13 13 58 58 32 64 80 80 85 11 11 45 64 64 64 6 6 15 15 15 15 7 7 53 53 44 16 18 66 27 3 35 19 19 73 65 3 3 3 77 24 13 13 13 58 58 58 58 32 32 1 27 85 83 84 72 72 72 72 63 72 72 72 72 72 72 20 20 20
2554|71 71 71 40 40 63 93 70 14 14 76 53 44 80 18 31 87 87 97 97 97 97 65 75 75 75 33 13 13 58 58 32 32 32 32 64 64 10 83 10 83 83 84 63 63 63 22 22 72 72 72 72 72 72 72 72 20
6045|71 71 71 71 40 63 40 93 93 93 75 3 7 87 24 24 24 13 13 13 13 68 43 42 42 43 43 99 2 2 2 3 15 41 41 83 63 84 84 63 22 72 72 72 72 72 72 72 72 72 20
5990|71 71 40 40 63 93 93 98 98 98 98 69 44 80 85 53 73 65 74 27 89 59 33 87 68 17 17 97 97 97 65 1 85 85 10 83 84 63 63 22 22 72 72 72 72 72 72 72 72 20
2299|71 71 71 40 93 63 86 24 68 68 68 44 80 80 80 90 90 90 90 35 35 35 53 44 44 80 82 82 53 9 9 85 85 85 53 53 53 53 1 1 60 60 52 52 25 25 11 64 64 1 27 31 31 11 11 11 64 64 87 42 42 97 19 19 19 19 19 29 6 15 15 15 15 41 41 83 84 63 63 22 63 22 72 72 72 72 72 72 20 20 20
10829|71 71 71 71 93 63 78 78 78 33 33 35 35 24 91 91 91 43 43 43 6 15 15 15 49 60 92 63 3 77 24 68 68 44 18 18 65 6 95 95 23 23 23 44 80 80 18 18 27 3 3 52 52 25 25 11 11 64 65 3 3 77 77 87 42 42 42 74 27 2 89 6 15 15 15 15 41 41 83 84 63 63 22 63 22 22 72 72 72 72 72 72 20 20 20
7697|71 71 40 40 63 93 52 52 25 44 44 50 50 50 77 87 53 53 53 69 69 69 69 69 69 97 19 19 65 65 6 15 15 41 41 41 41 83 84 63 63 63 22 72 72 72 72 72 72 72 72 20
3811|71 71 71 71 40 63 93 82 82 73 73 65 3 3 3 3 3 3 48 48 48 48 46 46 46 30 30 73 73 16 99 99 27 78 78 33 33 35 35 35 68 68 68 68 68 42 16 66 27 47 29 15 15 15 15 41 41 10 83 83 83 63 22 63 72 72 72 72 72 72 20 20
6977|71 71 71 71 93 63 86 68 68 68 44 80 18 85 5 5 30 65 65 6 36 36 49 60 92 27 78 48 48 48 46 46 30 30 37 37 86 86 38 38 44 44 18 18 31 59 59 5 5 30 65 6 6 15 36 7 7 73 19 90 90 90 35 35 9 43 74 74 89 65 95 95 95 23 23 62 44 80 80 18 18 6 15 15 15 92 90 90 35 35 24 13 91 91 91 43 43 43 43 65 95 95 95 95 23 37 37 27 86 24 13 13 13 13 13 13 13 13 58 58 58 58 58 32 32 81 81 81 10 10 83 83 83 63 40 63 40 40 40 63 93 93 15 15 15 15 7 7 87 5 30 30 30 79 79 79 65 74 2 63 21 21 95 95 95 95 41 41 41 83 84 63 22 22 22 63 72 72 72 72 72 72 20 20 20
9893|71 71 71 63 12 63 93 15 15 15 15 7 7 87 5 30 30 30 70 70 70 52 52 25 53 53 97 90 90 35 35 53 53 74 27 89 78 6 15 15 92 90 35 35 35 91 91 91 43 43 43 43 6 95 95 95 60 52 52 25 24 68 43 43 65 6 95 95 23 23 42 42 42 42 42 80 81 81 81 81 81 81 83 84 72 63 63 22 22 72 72 72 72 72 72 20 20 20
